repo,subset,split,row_id,prompt_hash,prompt_len,completion_len,annotation_source,n_annotations,n_valid_spans,n_invalid_spans
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11301,04e7b7e41ec39631db2df75be521eeb5,54,1101,annotations,19,19,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11302,6472ba99525255a4d5ce8f0f7713a00f,281,4161,annotations,11,11,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11303,1f9217ac48ab85a236df889de7db70dc,58,1583,annotations,1,1,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11304,6d5b851cd00f1873ad980bf9fd31776f,443,5784,annotations,9,9,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11305,01d092365bd8ae0db1441431a0c913ca,60,3396,annotations,1,1,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11306,0f19da222398dbc6844bc42b4bef5a53,64,3516,annotations,13,13,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11307,4af1839a0f78ecf24ec9a89f020b6cd1,190,3358,annotations,9,9,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11308,111c71ab9536fd537f507b966d669454,309,3754,annotations,4,4,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11309,bd354c1e33f3d1a7568e83d6b42f174a,63,2562,annotations,3,3,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11310,ef1d2136fdd40e6d4bf0e825e6c428e8,111,3572,annotations,9,9,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11311,426f47ee27cdccfa18dc0ebf56f0b698,94,2656,annotations,9,9,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11312,18b58f07762f4b5b936f638c345eb50a,55,2440,annotations,3,3,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11313,3db1dcb1691f406b167aade66abb87cc,77,7824,annotations,1,1,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11314,cd82d2851da71aabe1fdc057a7128cee,120,4728,annotations,16,16,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11315,53c404774b2322814150203b855eed39,37,2280,annotations,15,15,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11316,068a2a576dfe6f054b1c94fe555bed82,237,3273,annotations,3,3,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11317,e91a92d0ab548e29c7c031535da20432,407,5388,annotations,15,15,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11318,f971a4a21b60678a9ede01b97684c421,278,5184,annotations,4,4,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11319,699afbcf3a2bdc68bf949a753a5f9bdd,267,3629,annotations,8,8,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11320,2e068a19b8998884632e857ab6aa78a2,401,3824,annotations,10,9,1
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11321,a6605a5014e87c938539efe1aa77f312,58,2995,annotations,13,12,1
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11322,520fc5a8ae3a7f02a11a34342fef3c59,137,4108,annotations,4,4,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11323,865a908c8db8d0ba610978ad7a49abb0,81,3283,annotations,14,11,3
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11324,960a0540e43e5d142e822b5317523888,303,4430,annotations,21,21,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11325,52fc0bd937e1755817b3741dc4f2b1ce,464,4817,annotations,79,64,15
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11326,bb3c220a565bdc1edc924cedf3787923,30,3114,annotations,18,17,1
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11327,9a201dbb512d2003086360338efc5a39,333,4652,annotations,1,1,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11328,8ff3baeeb3609965d11a56b82c02c391,82,1949,annotations,1,1,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11329,87a5a80ca42c0e882f0a912366bb76b5,55,3688,annotations,12,12,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11330,4a4edabb7f0346dcfbde2d14be06e07d,333,6288,annotations,25,25,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11331,b7e1b7a47d73b080810c5be0067fd625,61,3946,annotations,2,2,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11332,96d63302f4909e510ac46593825a10ff,392,5191,annotations,14,14,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11333,1787b79adefed1617f5d7539de8cb98d,60,3774,annotations,4,4,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11334,bc3b94999fc22737a4d9d250ba93e703,41,3675,annotations,9,9,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11335,49f47f596473e0451029ecc08c5b7e91,55,3474,annotations,5,5,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11336,83f5480437b6b76a9342c445a897f9b6,294,4407,annotations,32,32,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11337,a06f00bb300e5f755c89bae6a5184263,47,3297,annotations,22,22,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11338,1c2e14ae249926df376b030860034cfa,435,4140,annotations,22,22,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11339,e749e37393bc3294fa8b8dcab646658d,324,3938,annotations,13,10,3
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11340,13cda88a6bd523537452c59727b47c4c,39,3582,annotations,24,24,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11341,a990880532d6d7f73d6097424e1a4787,330,5157,annotations,3,3,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11342,a455523a70cc7ab6c545ee0a42d68d97,459,4790,annotations,30,30,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11343,c2cf9ea1e2106713e04071c0973366ef,49,3059,annotations,22,22,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11344,4f98d5536b2a36c288218d86c039a2e1,73,1556,annotations,29,29,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11345,8f0f366e7f0018912759c11b067a6e10,60,2324,annotations,1,1,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11346,c426778573edd62b321cbf853353e330,455,5161,annotations,10,10,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11347,99bc2a812c5c680fa3ac78030d08a9c7,260,5011,annotations,5,5,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11348,fd9c57981542ebabdbfd80a40b91b446,369,6725,annotations,19,19,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11349,e32fbe9d05c174301b592168c171ccc5,379,4965,annotations,9,9,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11350,2ff16f48fe0de5d86519e9578e9d77a4,69,3001,annotations,3,3,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11351,d3150c6f87ad24009893a76bdcf1394f,68,4027,annotations,2,2,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11352,a13b86eed250cc2296d365341d72941d,40,3203,annotations,2,2,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11353,deef4024c34fbc415ec3278fab0dae38,44,3439,annotations,4,4,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11354,1df7b2be43ffabbe014deb7276e74834,103,3346,annotations,7,7,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11355,b903138273c146686347efdde5f5e4b2,47,3591,annotations,8,8,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11356,1267b15cc4a0f8c4a529bbe806205c83,224,3062,annotations,6,6,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11357,1114f2dc9b4e276c865f02fbbc2c9882,76,4349,annotations,6,6,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11358,9e941341695ace7a2169eb79730d0a03,242,3093,annotations,3,3,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11359,35814384291c63211ac461e22c6bcbcb,39,86,annotations,2,2,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11360,76a03364f091984eb2a764d7a1d95262,101,3794,annotations,6,6,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11361,58799053dd5f6237b84f7a282ef3cd35,48,2406,annotations,6,6,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11362,9badd95152ff1a4270561c3e6841db9c,72,3764,annotations,3,3,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11363,93e3bf411cba071c40158c0aec4d9522,93,2638,annotations,6,6,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11364,51d2672783cda9e81188999517a8ff69,59,2289,annotations,2,2,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11365,05fd1f2caaded5c3d5efee8c4effa157,413,4441,annotations,5,5,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11366,ff8e8cda0f95538fdd5d2268bb497c8b,52,3955,annotations,1,1,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11367,55640b9ab56a3d4ea7271729b9c86d1b,48,2178,annotations,15,15,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11368,97032cf4c18e89ca0832543c2ebe6f8a,248,4284,annotations,2,2,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11369,368de2c620c96c0d31794b690347b11c,96,2692,annotations,8,8,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11370,1c5ecbc4187ba14377093e7d0b1959c3,40,2954,annotations,12,12,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11371,85d207694b5a724e17c84c38b979d672,236,4508,annotations,9,9,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11372,820c3f7aac06661a68aed68c508df641,43,2822,annotations,11,11,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11373,ebb09a3ca52cb93f512804dbf474f07d,391,4902,annotations,9,9,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11374,65cb77c986666af29e3c16f328bf5eca,73,1448,annotations,3,3,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11375,f3f9e8e57bb1359ca93a80bfa3ec01ed,49,3057,annotations,10,10,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11376,6750ea6f070bec520010ee106ab421cc,43,2895,annotations,12,12,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11377,9b4c786e6fbaea025196a021c5baa3cb,72,3324,annotations,10,10,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11378,2ac388019d3857087f8711d82bc4acaf,301,3791,annotations,11,11,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11379,edad6a0051b818cb8a03eec8c690882f,62,7145,annotations,8,8,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11380,83228a5a370037fe3750d559cd53bb52,78,2709,annotations,11,11,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11381,0a2a3fa8ba54d09da8e5410ffcd85163,56,1838,annotations,3,3,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11382,615f9b25760ee4d466ca5a62a43591d3,106,3961,annotations,5,5,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11383,747339a70c8f7e3b4acdef7f58738e0c,300,1441,annotations,5,5,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11384,6acf52bd44198f52b95d0429001045e7,244,4100,annotations,1,1,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11385,be9714d78b0de9993e8230993671ee8b,50,2773,annotations,8,8,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11386,83cd4de2efc581d1c07e9e4e2134692d,183,3671,annotations,9,9,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11387,e5e10a6d5b9c3c15cfeb18f38c2fc61d,55,2670,annotations,24,23,1
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11388,d457f03cd0852de725e22fc5baa061ff,152,3698,annotations,2,2,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11389,da88e991d61b3d2134c68cad66826778,48,4266,annotations,23,23,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11390,0d21abd094f2e3df158bc82ab9f4b96c,100,3797,annotations,10,10,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11391,31f2c1b0e484bc526c555747dd3f38bb,56,2060,annotations,12,12,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11392,70f5efd4260fb6e86be8e4d33444a6ec,64,3472,annotations,11,11,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11393,f73c17d194e4a2b99008ac8d2e064e2a,375,9856,annotations,8,8,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11394,c9e0110a59322839126a2acef6421d6b,80,3968,annotations,6,6,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11395,88e77f1db87768a4b452a74e29d9fc39,216,2665,annotations,8,8,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11396,2f84dd1b0173206c7f44ec2250969d4e,42,2314,annotations,13,13,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11397,3b161368f3af63ca177f55a80dbfd2e6,352,6739,annotations,15,15,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11398,06e99aefc89d751a849ad2d5fe0d55e5,71,2994,annotations,16,12,4
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11399,3ed46559f76d3ebd8c19c5eb06f5879c,246,4176,annotations,16,16,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11400,523c96fcad7c458a354e0b81d1a730ec,392,4911,annotations,24,24,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11401,45e7c16940b943156baecf8be7689c79,63,3194,annotations,18,18,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11402,d48a6899dc93bcd605484cd5189a59b6,43,2110,annotations,8,8,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11403,6cdda2f06e0b78ce58aa7922976a460a,274,4504,annotations,6,6,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11404,1d9d09765cbcca03500ab4776c062d33,55,3049,annotations,11,11,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11405,d026dd272636c774bc92e103442d2dc1,65,2639,annotations,4,4,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11406,b340af6c557568971a90d706919e78ca,53,4214,annotations,17,16,1
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11407,61df29733ffd534e9cabb65e53aad995,73,2516,annotations,7,7,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11408,f8a271d0940ec2661fdb2eda74827842,355,7117,annotations,14,14,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11409,dd10b9d33c3a5af2ce6c2acee7a62167,98,3096,annotations,10,10,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11410,7390487ec6897f3211ddea6881f4d928,112,4476,annotations,14,14,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11411,78e4df0abebc105d5475057999571fa0,281,3392,annotations,4,4,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11412,be845af3f6179aa86a47d62aefb2f228,378,5503,annotations,24,23,1
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11413,746f366e35a236c68f0c97c724dfc5ae,410,6208,annotations,2,2,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11414,e90c3a084319a1a43c73d77cba744701,82,3975,annotations,10,10,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11415,208bba4b2d43bfb7acb63a574aa43042,69,3709,annotations,15,15,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11416,12518689075b66d36cfe71a02ad7f9a3,301,3721,annotations,9,9,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11417,537bf8c4b2d13d9d7b39a5c7b540fbde,77,3254,annotations,10,10,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11418,5ccdbc3165b6c0f149a04e7c6b074793,256,3875,annotations,3,3,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11419,8647c63109982e28f601907303b34119,458,3987,annotations,27,26,1
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11420,abb8da2a33dd57a4f5bf7c34f40949d4,329,4241,annotations,19,19,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11421,7680318f6bc84fb30247f803614661f7,62,2123,annotations,21,21,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11422,3f8ab3ff2aca21e7b01bf0133c155b2d,107,4769,annotations,15,15,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11423,fb926d70b1fe6e57b0589e37d213fe58,50,2895,annotations,4,4,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11424,ae6b8b681603a450a0fb5fef8e5c0c8f,307,4086,annotations,16,16,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11425,ec9cc5bc391f3faedaa063fe55aca8d5,274,4666,annotations,28,28,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11426,6f1196348080e1a3d1d4748213ba5d49,296,6421,annotations,6,6,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11427,2f78a0cd307cb10a6fbdbe5990d6b7e7,66,3464,annotations,18,18,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11428,82c9dcc706a93e377682e8b2d06f6506,50,3086,annotations,19,19,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11429,75abc8535a235681a15c6c22e0206477,81,2481,annotations,26,26,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11430,1b790073ae3f15183a7b7ce8157b9135,38,2620,annotations,3,2,1
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11431,b2e8f81375868969a361fde54ab330a2,38,3687,annotations,14,14,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11432,1bb93a4a437abc6411a479f49fd9ed92,49,3025,annotations,11,11,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11433,8fb1763548cbcbebb2f9b8f8227fcb12,237,3189,annotations,8,8,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11434,cf21b5cac3cb74cccc9a35bdb3f7a67c,199,4140,annotations,2,2,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11435,1b2b3cbf727db8b1f6babd66faa44179,271,4947,annotations,32,32,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11436,3839c4e5be2c65b2d9466aac6b99eabc,277,3574,annotations,19,19,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11437,551cfca79d7fa864b54c26f40bd662b7,213,3859,annotations,12,12,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11438,a1d746be93fe5bb5117d96c6a0396eda,82,3302,annotations,14,14,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11439,22ddd999bd85e9aa4882d16b992bc4d6,49,3192,annotations,10,10,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11440,ca0e89fefaa52797764d6ad6d92b81a4,365,6602,annotations,125,125,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11441,d3cfaea8ead6983daff5264966b13fe4,81,3475,annotations,14,14,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11442,ad52335dbca4285858237deb81025a13,291,3461,annotations,8,6,2
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11443,73c41d3795c3fc8a3260c7d8cee06a96,273,3861,annotations,18,18,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11444,f305262b6344c71e05665b4efad31d3c,52,8093,annotations,10,10,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11445,2d7bbe7df84c163ee6ef71dd4d2c48c8,53,3231,annotations,14,14,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11446,aa8d111ef8b659444135c36add4302b3,338,4518,annotations,53,53,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11447,b71fa3e29fd4b06dcd63e07131ca162e,63,3212,annotations,95,95,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11448,9aeb872634b6fa6ca20d9591062274b8,277,3352,annotations,9,9,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11449,31d62111f1d01484904c3e22061ff846,57,3152,annotations,1,1,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11450,a43ab8c5efe77225c3cbfeb5217ba90f,297,3731,annotations,29,29,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11451,e3347a09042ea273c10077f21e182d9c,54,2788,annotations,1,1,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11452,30dd07878cc00a0146bf60e8736dae2a,344,3491,annotations,15,15,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11453,c0f735ac66a5a790ce49c650de09a187,305,5026,annotations,1,1,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11454,39bfccba5af06d8b07d2d89d07af7546,263,4920,annotations,8,8,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11455,fe5d59235b057ea6ff4ef31d0ec5e3c7,236,2447,annotations,2,2,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11456,d9a32de53097e3ae701fc554d3f338ee,423,4793,annotations,21,20,1
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11457,bfdcf948fadf819ff411f0501ac46ad7,308,4600,annotations,7,7,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11458,fc58108acdadd6fa6fb7960a4381dc18,358,4077,annotations,18,18,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11459,0dc7bdfa4fe1d766c46a1d4cc0b1cc5f,304,3345,annotations,4,4,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11460,8553774205fd4243f1884dc85bb3ff36,315,4231,annotations,13,13,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11461,93ecbb9c827037aa3f0c45ef80502b63,56,2406,annotations,20,20,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11462,c6338da6012ead9db9c1b028816fc869,57,3879,annotations,15,15,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11463,9f7c6db21fc451cdd1921fc22803b367,58,3513,annotations,13,13,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11464,0067d35fd0d8bc3384c38aae18e8e426,96,4138,annotations,3,3,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11465,da8d9d48b8b4e76c6fb284b38c35fb60,62,3404,annotations,14,14,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11466,84567dd4d3013d99e834faf1aa646b48,423,3775,annotations,12,10,2
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11467,6a7bf71577ab1c6e312b05de81c4b303,275,3729,annotations,19,19,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11468,51f241d5bac96cae00c4014aa8ddebcd,59,7257,annotations,23,23,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11469,f51fa3634df92b9e048b6f8d053563b4,73,4888,annotations,55,55,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11470,41b36ee4741aca1178dd5901a2c7851a,71,2564,annotations,1,1,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11471,3eec5bfc8748281fda072009b2e48698,370,5244,annotations,10,10,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11472,881ca386261679ef95188e724b41c420,79,3282,annotations,20,20,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11473,ddcb4cf9ec18dabf593cb6956beda65e,65,3970,annotations,1,1,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11474,bba06a1518cc3a18ac77fa6ce17380fd,96,4302,annotations,20,20,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11475,ec382f5604fa22a29e9dcf2d3e366026,68,4506,annotations,15,15,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11476,116386c11572a68dc41a02f1b3968f60,82,2956,annotations,15,15,0
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11477,e7190395abe5294641f80d6f9f60b925,247,3150,annotations,16,15,1
tkwiecinski/longfact-test-split,Meta_Llama_3.1_8B_Instruct,train,11478,3a2b1f2dafdc17a25aae5753cd47a162,196,3297,annotations,15,15,0
